carat,depth,table,x,y,z,cut_code,color_code,clarity_code,price
1.14,61.1,59.0,6.75,6.7,4.11,3,4,2,6033
1.14,59.6,58.0,6.8,6.78,4.05,3,4,2,6033
1.03,62.1,57.0,6.41,6.48,4.0,2,3,3,6036
1.03,62.3,57.0,6.43,6.51,4.03,2,3,3,6036
1.16,62.2,54.0,6.72,6.75,4.19,4,2,2,6036
1.01,58.5,60.0,6.52,6.54,3.82,2,4,3,6037
1.01,64.1,59.0,6.16,6.23,3.97,1,4,3,6037
1.0,63.7,59.0,6.32,6.27,4.01,1,4,3,6037
1.0,60.3,59.0,6.46,6.41,3.88,3,2,5,6037
1.0,58.7,62.0,6.6,6.51,3.85,3,4,3,6037
1.23,61.2,58.0,6.91,6.84,4.21,3,4,1,6038
1.51,61.9,58.0,7.39,7.34,4.56,3,2,0,6038
0.99,62.1,58.0,6.33,6.4,3.95,4,4,2,6038
1.23,58.5,62.0,6.98,7.0,4.09,2,2,3,6039
1.01,62.7,54.0,6.38,6.44,4.02,4,4,2,6039
1.0,61.4,63.0,6.35,6.41,3.92,2,6,2,6040
1.02,61.2,56.0,6.51,6.56,4.0,4,6,2,6040
1.07,62.2,57.0,6.55,6.5,4.06,4,3,3,6040
1.07,62.2,58.0,6.54,6.48,4.05,3,3,3,6040
1.35,61.0,60.0,7.09,7.15,4.34,2,1,1,6041
1.15,61.7,58.0,6.76,6.69,4.15,3,6,2,6041
1.01,69.0,61.0,6.06,5.99,4.16,0,4,3,6041
1.3,63.7,57.0,6.94,6.87,4.4,1,2,1,6042
1.01,62.6,56.0,6.39,6.43,4.01,2,5,3,6043
1.0,62.0,55.0,6.42,6.38,3.97,4,5,3,6043
1.09,61.1,55.0,6.7,6.66,4.08,4,5,2,6043
1.03,61.3,57.0,6.47,6.53,3.98,4,4,2,6044
1.22,59.3,59.0,6.96,7.01,4.14,3,1,3,6045
1.13,62.0,57.0,6.61,6.69,4.12,4,2,3,6045
1.27,61.8,56.0,6.96,6.93,4.29,4,3,1,6045
1.26,60.9,55.0,7.05,7.0,4.28,4,3,1,6046
1.22,62.0,60.0,6.8,6.74,4.2,3,6,1,6046
1.23,62.3,57.0,6.89,6.85,4.28,4,2,2,6046
1.51,63.8,57.0,7.21,7.18,4.59,1,1,2,6046
1.51,63.8,57.0,7.21,7.18,4.59,1,1,2,6046
1.01,61.9,58.0,6.37,6.42,3.96,2,3,3,6047
1.02,61.8,57.0,6.4,6.44,3.97,2,4,3,6047
1.02,62.8,56.0,6.39,6.44,4.03,2,6,2,6047
1.0,62.1,58.0,6.45,6.36,3.96,3,4,3,6047
1.0,60.6,60.0,6.4,6.3,3.85,3,3,3,6048
1.0,61.3,62.0,6.43,6.32,3.91,3,3,3,6048
1.2,62.4,57.0,6.73,6.67,4.18,3,2,3,6048
1.0,61.9,56.0,6.45,6.4,3.98,4,5,3,6048
1.0,63.0,58.0,6.4,6.33,4.01,3,3,3,6048
1.0,62.0,57.0,6.43,6.37,3.97,3,3,3,6048
1.0,59.3,60.0,6.55,6.51,3.87,3,3,3,6048
1.0,58.6,61.0,6.61,6.57,3.86,3,3,3,6048
1.5,61.0,60.0,7.34,7.3,4.46,3,0,1,6048
1.0,62.2,58.0,6.54,6.49,3.94,3,3,3,6048
1.35,62.3,54.0,7.17,7.06,4.43,4,0,4,6048
1.0,63.3,58.0,6.39,6.27,4.01,2,3,3,6048
1.0,61.6,58.0,6.43,6.39,3.95,3,3,3,6048
0.3,61.7,57.0,4.3,4.32,2.66,4,3,4,605
0.3,62.2,59.0,4.28,4.31,2.67,3,3,4,605
0.3,62.0,54.0,4.31,4.34,2.68,4,4,3,605
0.3,62.9,57.0,4.28,4.31,2.7,2,2,5,605
0.3,62.9,57.0,4.28,4.31,2.7,2,3,4,605
0.3,61.9,55.0,4.31,4.32,2.67,4,4,3,605
0.3,62.9,57.0,4.26,4.29,2.69,2,4,3,605
0.3,63.6,57.0,4.23,4.26,2.7,1,3,4,605
0.3,61.1,55.0,4.32,4.36,2.65,4,2,5,605
0.3,62.8,55.0,4.27,4.33,2.7,2,4,3,605
0.3,61.9,59.0,4.3,4.32,2.67,3,3,4,605
0.3,61.9,56.0,4.29,4.34,2.67,4,3,4,605
0.3,62.9,57.0,4.29,4.33,2.71,2,4,3,605
0.3,63.1,59.0,4.25,4.27,2.69,1,3,4,605
0.3,62.8,58.0,4.24,4.29,2.68,2,4,3,605
0.3,60.4,58.0,4.31,4.33,2.61,3,4,3,605
0.3,62.0,55.0,4.31,4.33,2.68,4,4,3,605
0.3,60.8,58.0,4.34,4.37,2.65,2,2,5,605
0.3,62.0,54.0,4.3,4.35,2.68,4,3,4,605
0.3,62.1,56.0,4.28,4.32,2.67,4,2,5,605
0.3,61.4,57.0,4.34,4.36,2.67,4,4,3,605
0.3,59.9,56.0,4.37,4.41,2.63,4,3,4,605
0.3,61.5,60.0,4.26,4.29,2.63,3,4,3,605
0.3,62.4,58.0,4.22,4.24,2.64,2,3,4,605
0.3,62.8,58.0,4.25,4.28,2.68,2,4,3,605
0.3,60.8,60.0,4.29,4.33,2.62,3,2,5,605
0.3,61.4,57.0,4.29,4.34,2.65,4,3,4,605
0.3,61.6,57.0,4.3,4.33,2.66,4,4,3,605
0.3,63.3,56.0,4.26,4.3,2.71,1,3,4,605
0.3,61.6,58.0,4.29,4.31,2.65,3,4,3,605
1.07,62.3,53.0,6.57,6.59,4.1,4,4,2,6049
1.0,57.4,58.0,6.57,6.61,3.78,1,5,3,6050
1.12,60.6,59.0,6.77,6.7,4.08,3,2,3,6052
1.22,61.0,55.0,6.92,6.96,4.23,4,0,3,6052
1.18,59.9,59.0,6.85,6.87,4.11,2,4,2,6053
1.2,59.9,58.0,6.96,6.9,4.15,3,4,1,6055
1.06,62.7,54.0,6.55,6.52,4.1,4,6,2,6055
1.21,61.2,60.0,6.77,6.86,4.17,3,2,4,6056
1.03,61.2,54.0,6.61,6.53,4.02,3,6,2,6056
1.02,63.2,57.0,6.38,6.41,4.04,1,3,3,6058
1.02,62.7,58.0,6.4,6.45,4.03,3,3,3,6058
1.02,60.5,54.0,6.48,6.57,3.95,2,3,3,6058
1.02,62.1,59.0,6.41,6.47,4.0,2,3,3,6058
1.21,63.3,57.0,6.77,6.7,4.26,2,2,2,6058
1.03,61.3,56.0,6.51,6.55,4.0,4,4,2,6059
1.02,64.3,57.0,6.34,6.28,4.06,1,3,4,6059
1.12,60.9,57.0,6.7,6.73,4.09,4,1,4,6060
1.06,61.8,56.0,6.5,6.57,4.05,4,1,4,6060
1.07,62.5,57.0,6.56,6.5,4.08,4,5,1,6060
1.32,64.8,58.0,6.9,6.83,4.45,0,1,2,6061
1.07,61.6,58.0,6.54,6.6,4.05,2,4,2,6061
1.11,63.2,57.0,6.61,6.53,4.15,2,2,4,6061
1.02,63.0,57.0,6.37,6.39,4.02,2,3,3,6062
1.17,60.9,60.0,6.72,6.78,4.11,2,6,1,6062
1.06,59.3,60.0,6.64,6.71,3.96,2,6,2,6062
1.22,61.7,55.2,6.84,6.9,4.24,4,1,2,6062
1.05,59.3,58.0,6.68,6.74,3.98,2,6,2,6063
1.49,62.6,53.6,7.28,7.31,4.57,2,4,0,6064
1.02,61.8,55.0,6.48,6.51,4.01,4,2,3,6065
1.11,60.8,57.0,6.83,6.77,4.14,4,3,2,6065
1.21,58.8,58.0,7.07,6.91,4.11,3,5,1,6065
1.01,62.7,57.0,6.33,6.42,4.0,1,3,4,6066
1.01,62.6,58.0,6.37,6.48,4.02,3,4,4,6066
1.01,62.4,56.0,6.37,6.42,3.99,4,3,4,6066
1.01,64.2,60.0,6.32,6.35,4.07,1,6,3,6066
1.01,62.0,60.0,6.37,6.4,3.96,3,6,2,6066
1.25,59.6,59.0,7.01,7.09,4.2,4,1,2,6066
1.26,62.0,58.0,6.9,6.87,4.27,3,1,2,6068
1.21,61.1,57.0,6.83,6.91,4.2,4,2,2,6069
1.06,62.2,55.0,6.51,6.55,4.06,4,1,5,6069
1.42,62.9,57.0,7.21,7.07,4.49,4,1,3,6069
1.05,62.8,58.0,6.44,6.48,4.06,2,3,3,6070
1.05,61.8,58.0,6.52,6.59,4.05,3,3,3,6070
1.14,60.9,56.0,6.75,6.81,4.13,4,6,2,6070
1.33,60.8,59.0,7.07,7.11,4.31,2,2,1,6071
1.22,61.2,60.0,6.83,6.9,4.2,2,2,2,6071
1.21,61.9,60.0,6.78,6.73,4.18,3,5,1,6071
1.03,62.5,59.0,6.42,6.44,4.02,3,5,3,6072
1.01,61.0,57.0,6.42,6.5,3.94,2,4,3,6073
1.01,62.3,59.0,6.37,6.44,3.99,2,4,3,6073
1.25,60.8,55.0,6.94,7.0,4.24,2,5,1,6073
1.0,62.7,57.0,6.34,6.38,3.99,4,6,2,6073
1.0,61.5,62.0,6.37,6.42,3.93,1,5,3,6073
1.01,62.9,57.0,6.35,6.4,4.01,2,4,2,6075
1.24,61.4,59.0,6.86,6.92,4.23,2,1,2,6075
1.13,61.5,56.0,6.69,6.71,4.12,4,2,2,6075
1.01,61.8,58.0,6.42,6.37,3.95,3,6,2,6075
1.18,61.6,55.5,6.77,6.85,4.19,4,2,2,6076
1.24,62.0,55.0,6.9,6.87,4.27,4,1,3,6076
1.07,61.4,56.0,6.65,6.61,4.07,3,3,4,6076
1.2,60.8,58.0,6.8,6.85,4.15,2,2,2,6077
1.11,61.0,57.0,6.68,6.72,4.09,4,1,4,6077
1.08,61.8,56.0,6.62,6.69,4.11,4,6,2,6078
1.33,63.0,62.0,6.9,6.87,4.34,0,3,1,6078
1.19,61.3,58.0,6.82,6.78,4.17,3,2,2,6078
1.34,61.2,56.0,7.09,7.05,4.33,4,2,3,6078
1.32,62.1,57.0,7.01,7.04,4.36,2,0,3,6079
1.02,63.8,59.0,6.34,6.27,4.02,1,3,3,6080
1.01,65.2,57.0,6.23,6.19,4.05,0,6,3,6081
1.07,62.3,55.0,6.59,6.54,4.09,4,2,4,6082
1.01,62.5,56.0,6.4,6.44,4.01,2,4,3,6083
1.16,61.8,54.0,6.74,6.81,4.19,4,2,2,6084
1.25,61.1,57.0,6.94,6.91,4.23,4,0,5,6084
1.25,61.0,59.0,6.98,6.89,4.23,3,1,3,6084
1.32,63.0,59.0,6.91,6.99,4.38,2,2,1,6085
1.2,62.8,55.0,6.74,6.8,4.25,2,4,1,6085
1.26,62.9,59.0,6.85,6.82,4.3,3,5,1,6085
1.19,61.1,58.0,6.81,6.83,4.17,2,2,3,6086
1.52,62.6,60.0,7.34,7.3,4.58,3,2,1,6086
1.43,66.0,57.0,7.02,7.0,4.63,0,5,1,6086
1.12,61.6,56.0,6.66,6.72,4.12,4,4,2,6087
1.02,62.6,59.0,6.43,6.39,4.01,3,3,3,6087
0.94,63.3,57.0,6.21,6.14,3.91,2,3,6,6088
1.35,62.2,56.0,7.02,7.06,4.38,2,2,1,6088
1.23,62.1,55.9,6.82,6.85,4.24,4,2,1,6088
1.11,57.8,61.0,6.83,6.78,3.93,1,6,2,6088
1.51,57.0,64.0,7.53,7.48,4.28,1,6,0,6088
1.52,62.7,56.0,7.28,7.2,4.54,4,0,1,6089
1.01,62.5,62.0,6.32,6.38,3.97,1,4,3,6089
1.31,60.0,57.0,7.1,7.07,4.25,3,2,1,6089
1.11,61.7,57.0,6.61,6.64,4.09,4,1,2,6090
2.06,64.3,58.0,8.03,7.99,5.15,1,2,0,6091
1.37,62.2,55.0,7.07,7.11,4.41,4,0,1,6091
1.03,59.5,60.0,6.64,6.56,3.93,3,5,2,6091
1.21,59.0,60.0,6.99,6.94,4.11,3,4,1,6092
1.35,60.5,62.0,7.16,7.11,4.32,3,2,3,6093
1.28,62.6,55.0,6.97,6.93,4.35,3,1,2,6093
1.28,60.2,58.0,7.13,7.03,4.26,3,2,1,6093
0.99,61.8,57.0,6.37,6.39,3.94,2,4,3,6094
1.04,62.3,54.0,6.49,6.55,4.06,2,3,3,6095
1.14,62.6,56.0,6.68,6.65,4.17,4,2,3,6095
1.14,60.2,58.0,6.81,6.74,4.08,3,2,3,6095
1.54,61.8,57.0,7.43,7.35,4.57,4,2,1,6095
1.24,62.5,56.0,6.92,6.88,4.31,4,2,2,6095
1.31,59.6,58.0,7.14,7.08,4.24,3,2,3,6095
1.05,63.0,57.0,6.51,6.48,4.09,3,3,3,6096
1.44,63.2,55.0,7.21,7.18,4.54,4,3,0,6096
1.08,63.2,60.0,6.53,6.44,4.1,2,3,3,6096
1.01,63.0,57.0,6.43,6.34,4.02,4,6,2,6097
1.0,60.9,60.0,6.45,6.42,3.92,3,3,4,6097
1.29,61.9,57.0,6.99,7.04,4.34,4,1,1,6097
1.29,61.5,57.0,7.0,7.06,4.32,4,0,2,6097
1.01,59.9,61.0,6.5,6.46,3.88,3,4,3,6097
1.01,63.3,57.0,6.39,6.35,4.03,2,2,5,6097
1.01,61.1,59.0,6.44,6.35,3.91,3,4,3,6097
1.01,62.0,59.0,6.45,6.38,3.98,3,4,3,6097
1.01,63.0,58.0,6.43,6.36,4.03,3,4,3,6097
1.01,62.4,58.0,6.43,6.36,3.99,3,4,3,6097
1.01,62.7,58.0,6.4,6.39,4.01,3,4,3,6097
1.01,63.6,59.0,6.36,6.32,4.03,1,4,3,6097
1.01,62.1,60.0,6.43,6.36,3.97,3,4,3,6097
1.21,61.7,56.0,6.87,6.82,4.22,3,1,2,6098
1.0,58.1,62.0,6.57,6.62,3.83,2,4,4,6098
1.0,63.8,58.0,6.28,6.32,4.02,1,4,3,6098
1.0,58.4,63.0,6.58,6.47,3.81,2,4,4,6098
1.2,62.6,58.0,6.73,6.78,4.23,2,5,2,6098
1.12,61.3,63.0,6.68,6.73,4.11,2,5,2,6098
1.21,61.1,56.0,6.92,6.87,4.21,4,2,1,6098
1.21,58.8,60.0,6.99,6.95,4.1,3,2,1,6098
1.1,60.7,55.0,6.75,6.66,4.07,3,5,2,6098
1.29,61.3,58.0,6.98,7.04,4.3,2,1,3,6099
1.23,62.2,55.0,6.83,6.86,4.26,4,0,4,6100
1.31,63.7,55.0,6.94,7.01,4.44,2,0,4,6101
1.07,61.9,60.0,6.48,6.55,4.03,2,3,3,6101
1.02,60.3,60.0,6.58,6.48,3.94,2,5,3,6103
1.02,61.5,57.0,6.4,6.44,3.95,2,1,3,6104
1.51,58.1,64.0,7.53,7.57,4.39,1,0,1,6104
1.01,61.7,57.0,6.48,6.45,3.99,4,3,3,6104
1.01,61.9,56.0,6.34,6.42,3.95,2,3,3,6105
1.21,61.8,57.0,6.87,6.82,4.23,4,4,1,6105
1.15,62.4,54.0,6.71,6.76,4.2,4,2,2,6106
1.01,59.2,56.0,6.48,6.43,3.82,3,6,3,6108
1.01,60.6,61.0,6.4,6.33,3.86,3,3,3,6108
1.01,63.1,60.0,6.36,6.31,4.0,2,3,3,6108
1.01,62.9,58.0,6.39,6.3,3.99,3,3,3,6108
1.01,62.4,56.0,6.41,6.37,3.99,4,3,3,6108
1.01,58.5,61.0,6.57,6.52,3.83,3,3,3,6108
1.01,63.1,59.0,6.4,6.37,4.03,2,3,3,6108
1.01,62.4,58.0,6.41,6.38,3.99,3,3,3,6108
1.01,61.8,56.0,6.45,6.42,3.98,4,3,3,6108
1.01,62.7,56.0,6.43,6.39,4.02,4,3,3,6108
1.01,61.9,55.0,6.49,6.46,4.01,4,3,3,6108
1.01,62.0,59.0,6.41,6.36,3.96,3,3,3,6108
1.01,61.6,60.0,6.51,6.42,3.98,3,3,3,6108
1.47,65.9,59.0,6.99,6.94,4.59,0,4,1,6108
1.01,62.1,54.0,6.5,6.36,3.99,3,3,3,6108
1.01,61.5,60.0,6.45,6.42,3.96,3,3,3,6108
1.01,59.2,59.0,6.59,6.52,3.88,3,3,3,6108
1.01,64.0,59.0,6.27,6.33,4.03,1,3,3,6109
1.12,61.8,55.0,6.64,6.7,4.12,4,2,3,6110
1.15,62.5,59.0,6.62,6.69,4.16,2,4,2,6110
1.24,61.7,57.0,6.91,6.86,4.25,4,4,1,6111
1.07,60.2,55.0,6.68,6.64,4.01,3,6,2,6112
1.62,64.2,62.0,7.33,7.41,4.73,1,0,1,6112
1.04,61.9,57.0,6.51,6.54,4.04,4,6,2,6112
1.18,62.5,55.0,6.77,6.74,4.22,4,3,2,6112
1.25,62.4,55.0,6.85,6.89,4.29,2,2,2,6113
1.01,67.0,57.0,6.11,6.22,4.13,1,6,3,6113
1.06,61.8,56.0,6.59,6.52,4.05,4,5,2,6114
1.0,63.4,57.0,6.36,6.32,4.02,2,6,3,6115
1.5,63.2,52.0,7.28,7.24,4.59,2,1,1,6115
1.0,62.0,62.0,6.38,6.33,3.94,3,3,4,6115
1.0,59.2,60.0,6.6,6.54,3.89,3,3,4,6115
1.0,64.8,61.0,6.26,6.21,4.04,0,4,4,6115
1.0,65.0,59.0,6.19,6.14,4.01,0,4,4,6115
1.12,61.6,58.0,6.64,4.11,3.7,3,2,4,6115
1.04,59.9,56.0,6.65,6.6,3.97,3,6,2,6115
1.0,60.6,59.0,6.48,6.42,3.91,3,3,4,6115
1.27,62.6,59.0,6.95,6.86,4.32,3,1,3,6116
1.29,61.1,59.0,7.03,6.95,4.27,3,3,1,6116
1.33,61.3,57.0,7.11,7.08,4.35,4,0,4,6118
1.07,62.5,57.0,6.53,6.6,4.1,2,5,3,6120
1.22,61.5,58.0,6.86,6.84,4.21,3,5,1,6121
1.22,62.5,55.0,6.9,6.82,4.29,3,5,1,6121
1.1,59.6,60.0,6.72,6.7,4.0,3,3,3,6121
1.22,61.1,58.0,6.91,6.84,4.2,3,1,4,6121
1.04,60.0,58.0,6.62,6.54,3.95,3,3,3,6122
1.04,62.2,58.0,6.49,6.4,4.01,3,3,3,6122
1.03,61.2,56.0,6.5,6.53,3.98,4,2,3,6123
1.07,63.0,57.0,6.57,6.47,4.11,3,6,2,6124
0.9,64.2,56.0,6.07,6.02,3.88,1,4,6,6124
1.35,61.9,56.0,7.1,7.08,4.39,4,0,2,6124
1.24,62.6,59.0,6.86,6.76,4.26,3,4,2,6125
1.21,62.3,59.0,6.74,6.78,4.21,2,6,1,6125
1.24,61.4,62.0,6.94,6.88,4.24,3,4,2,6125
1.02,62.0,59.0,6.39,6.45,3.98,2,3,4,6126
1.29,61.9,58.0,6.99,7.03,4.34,2,6,1,6126
1.01,62.7,60.0,6.27,6.32,3.95,1,3,3,6126
1.53,60.1,59.0,7.52,7.5,4.51,3,0,2,6126
1.19,62.8,57.0,6.71,6.77,4.23,2,3,2,6127
1.01,62.7,60.0,6.31,6.38,3.98,2,5,3,6128
1.06,61.8,57.0,6.52,6.56,4.04,4,3,3,6128
1.11,61.3,56.0,6.68,6.74,4.12,4,6,1,6129
1.52,64.9,58.0,7.16,7.13,4.64,0,2,1,6129
1.2,58.9,60.0,7.02,6.94,4.11,3,2,2,6129
1.2,61.0,58.0,6.92,6.84,4.2,3,2,2,6129
1.2,61.2,57.0,6.91,6.78,4.19,3,2,2,6129
1.2,62.9,56.0,6.8,6.74,4.26,3,2,2,6129
1.2,62.1,58.0,6.77,6.72,4.19,3,2,2,6129
1.2,61.4,58.0,6.81,6.88,4.2,2,5,1,6130
1.05,59.5,56.0,6.62,6.68,3.96,2,2,4,6132
1.01,63.6,56.0,6.3,6.37,4.03,2,5,2,6132
1.12,59.9,57.0,6.76,6.8,4.06,2,6,2,6132
1.5,61.5,58.0,7.38,7.32,4.52,3,2,1,6132
1.01,59.8,61.0,6.51,6.54,3.9,4,3,3,6132
1.01,60.4,61.0,6.45,6.5,3.91,4,3,3,6132
1.22,61.7,54.9,6.84,6.9,4.24,4,4,1,6132
1.01,61.1,55.0,6.47,6.52,3.97,4,5,2,6132
1.0,62.3,60.0,6.36,6.28,3.94,3,2,6,6132
1.5,62.9,57.0,7.28,7.26,4.57,3,1,1,6132
1.16,62.5,58.0,6.73,6.68,4.19,3,3,2,6132
1.04,62.2,57.0,6.46,6.49,4.03,4,2,3,6133
1.0,61.2,60.0,6.4,6.45,3.93,4,2,3,6133
1.13,62.0,55.0,6.68,6.71,4.15,4,3,2,6133
1.09,61.9,57.0,6.57,6.61,4.08,4,6,2,6133
1.09,62.7,56.0,6.55,6.59,4.12,4,6,2,6133
1.24,60.0,58.0,6.98,7.03,4.2,2,1,3,6134
1.21,63.0,57.0,6.73,6.7,4.23,4,2,3,6134
1.21,62.0,60.0,6.77,6.84,4.22,4,1,3,6135
1.66,62.1,58.0,7.6,7.56,4.71,4,4,0,6135
1.31,60.7,58.0,7.1,7.07,4.3,3,0,3,6137
1.04,58.9,58.0,6.66,6.69,3.93,2,6,2,6138
1.51,62.0,58.0,7.31,7.37,4.55,2,5,0,6139
1.17,61.5,57.0,6.86,6.8,4.2,4,3,3,6139
1.4,62.7,57.0,7.13,7.09,4.46,4,0,2,6139
1.3,62.8,58.0,6.93,7.01,4.38,2,2,1,6140
1.2,60.2,57.0,6.88,6.93,4.16,4,6,1,6140
1.29,62.1,57.0,7.03,6.92,4.33,3,1,2,6140
1.29,62.1,58.0,7.07,6.91,4.34,3,1,2,6140
1.29,62.2,58.0,7.03,6.96,4.35,3,1,2,6140
1.29,62.0,59.0,7.03,6.98,4.34,3,1,2,6140
1.29,57.9,59.0,7.22,7.18,4.17,1,6,1,6140
1.04,61.2,55.0,6.54,6.56,4.01,2,2,4,6141
1.12,60.3,57.0,6.74,6.79,4.08,4,1,2,6143
1.14,61.9,58.0,6.68,6.72,4.15,3,3,3,6144
1.4,63.5,58.0,7.05,7.09,4.49,2,0,2,6145
1.24,58.9,58.0,7.08,6.98,4.14,3,3,2,6145
1.03,59.6,57.0,6.65,6.6,3.95,4,3,3,6146
1.05,61.8,58.0,6.54,6.51,4.03,3,3,4,6146
1.1,61.4,55.0,6.65,6.68,4.09,4,4,2,6146
1.03,62.1,57.0,6.48,6.41,4.0,3,3,3,6146
1.03,62.3,57.0,6.51,6.43,4.03,3,3,3,6146
1.4,62.4,57.0,7.17,7.12,4.46,3,5,1,6147
1.96,66.8,55.0,7.62,7.6,5.08,0,1,0,6147
1.32,62.6,62.0,6.92,7.01,4.36,1,0,4,6147
1.37,62.4,58.0,7.0,7.1,4.4,2,3,1,6148
1.3,61.1,58.0,6.98,7.02,4.28,2,4,1,6149
1.3,61.1,58.0,6.98,7.02,4.28,2,4,1,6149
1.22,60.6,58.0,6.93,6.89,4.19,3,1,3,6149
2.08,61.7,57.0,8.23,8.18,5.06,3,2,0,6150
1.23,58.5,62.0,7.0,6.98,4.09,3,2,3,6150
1.04,58.9,64.0,6.6,6.64,3.9,1,3,4,6151
1.01,62.8,58.0,6.34,6.37,3.99,2,3,4,6152
1.01,61.9,58.0,6.42,6.5,4.0,2,3,4,6152
1.23,62.4,57.0,6.79,6.84,4.25,4,2,1,6152
1.33,59.0,64.0,7.22,7.12,4.23,1,6,1,6152
1.22,62.4,58.0,6.82,6.77,4.24,3,2,2,6153
1.03,62.3,59.0,6.39,6.45,4.0,2,4,3,6153
1.09,60.6,62.0,6.68,6.58,4.02,3,3,3,6153
1.0,62.5,54.0,6.33,6.3,3.95,3,4,3,6154
1.22,59.3,59.0,7.01,6.96,4.14,3,1,3,6156
1.51,66.0,57.0,7.14,7.0,4.7,0,1,1,6156
1.19,61.1,58.0,6.84,6.88,4.19,2,6,1,6157
1.02,61.3,56.0,6.48,6.53,3.99,4,6,2,6157
1.36,58.4,59.0,7.4,7.27,4.28,3,0,3,6157
1.02,62.8,56.0,6.44,6.39,4.03,4,6,2,6158
1.01,61.6,57.0,6.41,6.44,3.96,4,3,3,6159
1.01,62.7,56.0,6.37,6.43,4.01,2,4,3,6159
1.01,62.5,59.0,6.38,6.42,4.0,2,4,3,6159
1.01,62.0,59.0,6.38,6.42,3.97,2,4,3,6159
1.01,61.5,57.0,6.4,6.48,3.96,2,4,3,6159
1.01,63.1,60.0,6.29,6.39,4.0,1,4,3,6159
1.01,61.3,61.0,6.34,6.38,3.9,2,4,3,6159
1.01,61.7,57.0,6.39,6.44,3.96,2,4,3,6159
1.01,60.7,60.0,6.51,6.58,3.97,3,4,3,6159
1.01,65.8,55.0,6.2,6.23,4.09,1,5,4,6159
1.18,61.6,59.0,6.82,6.72,4.17,3,2,2,6159
1.0,61.9,58.0,6.45,6.41,3.98,3,3,3,6160
1.2,61.5,54.0,6.85,6.87,4.22,4,3,2,6160
1.0,57.4,58.0,6.61,6.57,3.78,1,5,3,6160
1.27,63.2,56.0,6.92,6.88,4.36,2,2,2,6162
1.0,65.7,55.0,6.17,6.22,4.07,1,6,3,6163
1.01,62.4,59.0,6.38,6.35,3.97,3,3,4,6163
1.17,62.4,57.0,6.74,6.69,4.19,3,2,3,6163
1.03,62.9,56.0,6.43,6.45,4.05,2,3,3,6164
1.28,60.0,60.0,7.08,6.99,4.22,3,1,2,6164
1.28,62.0,57.0,7.0,6.94,4.32,3,2,1,6164
1.01,63.0,58.0,6.4,6.34,4.01,3,4,3,6165
1.05,62.6,56.0,6.45,6.5,4.05,4,2,3,6165
1.23,60.7,61.0,6.91,6.93,4.2,1,1,2,6165
0.3,61.3,56.0,4.33,4.35,2.66,4,2,5,605
0.3,59.6,59.0,4.34,4.38,2.6,3,3,4,605
0.3,61.7,60.0,4.24,4.28,2.63,2,3,4,605
0.3,61.5,56.0,4.28,4.34,2.65,4,3,4,605
0.3,63.6,55.0,4.27,4.31,2.73,1,3,4,605
0.3,61.7,56.0,4.29,4.33,2.66,2,3,4,605
0.3,62.0,60.0,4.23,4.28,2.64,2,3,4,605
0.3,60.9,56.0,4.32,4.35,2.64,4,4,3,605
0.3,62.1,60.0,4.24,4.3,2.65,2,3,4,605
0.3,62.5,58.0,4.26,4.28,2.67,3,4,3,605
0.3,60.6,60.0,4.36,4.39,2.65,3,4,3,605
0.3,62.1,55.0,4.26,4.31,2.66,4,4,3,605
0.27,61.2,60.0,4.16,4.17,2.55,2,5,5,606
0.4,62.1,57.0,4.69,4.72,2.92,2,0,4,606
0.36,61.8,57.8,4.52,4.58,2.81,2,3,2,606
0.4,61.3,56.0,4.77,4.79,2.93,4,0,4,606
0.35,62.5,58.0,4.53,4.49,2.82,3,1,2,606
0.35,61.3,54.0,4.56,4.51,2.78,4,1,2,606
0.35,63.6,56.0,4.53,4.5,2.87,1,1,2,606
0.38,60.1,60.0,4.66,4.72,2.82,2,1,4,606
0.3,61.8,55.0,4.32,4.35,2.68,4,6,3,606
0.3,59.5,56.0,4.37,4.41,2.61,4,6,3,606
0.41,64.3,55.0,4.66,4.7,3.01,1,0,3,606
0.37,61.4,56.0,4.6,4.65,2.84,4,5,2,606
0.32,64.0,55.0,4.31,4.35,2.77,2,3,5,607
0.29,61.6,56.0,4.24,4.27,2.62,2,3,6,607
0.29,62.0,55.0,4.27,4.29,2.65,2,3,6,607
0.29,61.5,57.0,4.24,4.27,2.62,2,3,6,607
0.29,61.4,56.0,4.25,4.28,2.62,2,3,6,607
0.29,61.6,55.0,4.27,4.29,2.64,4,2,5,607
1.29,62.8,58.0,6.89,6.93,4.34,2,1,3,6166
1.04,59.6,62.0,6.56,6.62,3.93,2,4,3,6166
1.04,59.1,60.0,6.6,6.66,3.92,2,2,5,6166
1.1,60.0,57.0,6.76,6.71,4.04,4,4,3,6166
1.2,62.4,56.0,6.78,6.74,4.22,2,1,4,6167
1.08,62.0,57.0,6.52,6.55,4.05,2,3,3,6168
1.12,61.6,56.0,6.69,6.71,4.13,4,5,1,6168
1.02,63.4,59.0,6.32,6.3,4.0,2,3,3,6169
1.2,61.9,54.0,6.8,6.86,4.23,4,2,2,6169
1.06,59.8,56.0,6.63,6.67,3.98,2,5,2,6169
1.02,62.7,58.0,6.45,6.4,4.03,3,3,3,6169
1.02,63.2,57.0,6.41,6.38,4.04,2,3,3,6169
1.02,62.8,57.0,6.46,6.41,4.04,4,3,3,6169
